confidence,decision,description,full_address,google_first_review_date,google_first_seen,google_place_id,name,opening_date,osm_first_added,osm_last_edit,osm_last_edit_age_days,quality_score,reasons,source,tags
Medium,Keep,Google Places candidate (no opening_date provided),"Erottajankatu 4, 00120 Helsinki, Finland",2025-12-03,2026-02-06,ChIJK_7auZ4LkkYR8HlIxLvas_4,Restaurant Nefer Nefer Nefer,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;rating:4.5;ratings:45;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Runeberginkatu 59, 00260 Helsinki, Finland",2025-12-11,2026-02-06,ChIJQR1mt7wLkkYRk8KSrT5zI_w,Ravintola Vietologie,,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:no;rating:5;ratings:80;reservable:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant;type:vietnamese_restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Helsinginkatu 13, 00500 Helsinki, Finland",2025-12-28,2026-02-06,ChIJbVwWCvsJkkYRYtsT8Dj6E4I,Dip and Sip,,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:yes;rating:5;ratings:34;servesDessert:yes;servesDinner:yes;servesLunch:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Mannerheimintie 20 FORUM 3.krs, 00100 Helsinki, Finland",2026-01-05,2026-02-06,ChIJ_fPRIHsLkkYRqmK-CIAZ31k,Itsuyaki Forum,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;rating:4.4;ratings:56;source:google_places;takeout:yes;type:asian_restaurant;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Kluuvikatu 1, 00100 Helsinki, Finland",2025-09-28,2026-02-06,ChIJk_EgzTMLkkYRT0SBcnR1agA,Bistro Bardot,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_EXPENSIVE;rating:4.2;ratings:818;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:no;type:establishment;type:food;type:french_restaurant;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Korkeavuorenkatu 4, 00150 Helsinki, Finland",2025-01-29,2026-02-06,ChIJD_K02dcLkkYR4s116GHrNx0,Restaurant Quartier,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;rating:4.7;ratings:95;reservable:yes;servesBeer:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Mikonkatu 23, 00100 Helsinki, Finland",2024-09-08,2026-02-06,ChIJESJ8jc0LkkYR5ybVgmNQJaI,Bistro Vilho,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;price_level:PRICE_LEVEL_MODERATE;rating:4.3;ratings:281;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Siltasaarenkatu 10, 00530 Helsinki, Finland",2024-09-01,2026-02-06,ChIJ51KjNrgLkkYR68zfzU5iCxg,Bistro Le Coin,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;rating:4.6;ratings:254;reservable:yes;servesBeer:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:french_restaurant;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Mannerheimintie 13e, 00100 Helsinki, Finland",2025-10-14,2026-02-06,ChIJ0bKYi4QLkkYR5iJdih6DwzQ,Finlandia Bistro,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;rating:4.8;ratings:6;servesBeer:yes;servesCoffee:yes;servesDessert:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Toinen linja 7 Lyyra toimistotalo, 9. krs, 00530 Helsinki, Finland",2024-06-08,2026-02-06,ChIJHQZQeyILkkYRxv56v_9FMXk,Bistro O mat Hakaniemi,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:yes;rating:4.1;ratings:354;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:french_restaurant;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Runeberginkatu 40, 00260 Helsinki, Finland",2019-11-01,2026-02-06,ChIJBxgb5C8KkkYR6lqyCyVtR08,Bistro Miljöö,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4.4;ratings:741;reservable:yes;servesBeer:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Aleksanterinkatu 28, Unioninkatu 27, 00170 Helsinki, Finland",2019-04-04,2026-02-06,ChIJvaXciMkLkkYRFWE7xpeXNNk,Sofia Bistro,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;rating:4.2;ratings:119;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:cafe;type:coffee_shop;type:establishment;type:food;type:food_store;type:point_of_interest;type:restaurant;type:store
Medium,Keep,Google Places candidate (no opening_date provided),"Korkeavuorenkatu 34, 00130 Helsinki, Finland",2025-04-18,2026-02-06,ChIJj3uJsfsLkkYRjGXDjlfGr3g,Bistro Gina,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;rating:3.9;ratings:259;reservable:yes;servesBeer:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:italian_restaurant;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Eteläinen Rautatiekatu 4, 00100 Helsinki, Finland",2025-12-20,2026-02-06,ChIJe2oKbDMKkkYRyLlSW8rvww8,Bistro Manu,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;outdoorSeating:yes;rating:4.1;ratings:723;reservable:yes;servesBeer:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Fredrikinkatu 51, 00100 Helsinki, Finland",2022-08-25,2026-02-06,ChIJi8f_v6sLkkYR9VUcRTOkLnI,The Social Bar & Bistro,,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:no;rating:4.1;ratings:36;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Mechelininkatu 12-14 L4, 00100 Helsinki, Finland",2025-11-05,2026-02-06,ChIJ_Z2vLJYLkkYRy2DD1Cs7Frk,Muteh Cafe-Bistro,,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:no;rating:5;ratings:185;reservable:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;source:google_places;takeout:yes;type:cafe;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Kaarlenkatu 13, 00530 Helsinki, Finland",2025-08-07,2026-02-06,ChIJR6TQ6PQJkkYRTS0-XbiASjE,Saigon Bistro,,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;rating:4.9;ratings:213;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:cafe;type:coffee_shop;type:establishment;type:food;type:food_store;type:point_of_interest;type:restaurant;type:store;type:vietnamese_restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Kaivokatu 2, 00100 Helsinki, Finland",2019-06-29,2026-02-06,ChIJL0BKyc0LkkYRVStHp890BO4,Ateneum Bistro,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4;ratings:264;reservable:yes;servesBeer:yes;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Tehtaankatu 27-29 (sisäpiha), 00150 Helsinki, Finland",2025-04-11,2026-02-06,ChIJd8mTo7YLkkYRXL0C9Si-nZk,Baskeri & Basso,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4.7;ratings:838;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:no;servesWine:yes;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Aleksanterinkatu 13, 00100 Helsinki, Finland",2024-09-09,2026-02-06,ChIJS91vDgALkkYRhF5fT6Tcigs,Bouchon Carême,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;rating:4;ratings:138;reservable:yes;servesBeer:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesWine:yes;source:google_places;type:establishment;type:food;type:french_restaurant;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Telakkakadun kulma, Tehtaankatu 27-29, 00150 Helsinki, Finland",2025-04-04,2026-02-06,ChIJsUPxo7YLkkYR3_alt74tcaI,Restaurant BasBas Kulma,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4.6;ratings:838;reservable:yes;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:no;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Helsinginkatu 4, 00500 Helsinki, Finland",2025-11-06,2026-02-06,ChIJO-c3KwAJkkYRAmMHRg4-wiQ,Bistro Five,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;rating:5;ratings:5;source:google_places;takeout:yes;type:establishment;type:fast_food_restaurant;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Urho Kekkosen katu 1 5. kerros, 00100 Helsinki, Finland",2018-06-01,2026-02-06,ChIJod0mVDMKkkYRb2MWRXteELo,Kortteli,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;dineIn:yes;rating:4;ratings:639;reservable:yes;servesBreakfast:yes;servesCoffee:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;type:establishment;type:fitness_center;type:food;type:food_court;type:gym;type:hair_care;type:hair_salon;type:health;type:point_of_interest;type:restaurant;type:sports_activity_location;type:sports_complex;type:store;type:yoga_studio
Medium,Keep,Google Places candidate (no opening_date provided),"Eteläranta, 00130 Helsinki, Finland",2025-11-20,2026-02-06,ChIJWS7idIkLkkYRnDd0_KVobL4,Old Market Hall,,,,,100,,Google Places (Text Search),confidence:low;rating:4.5;ratings:3708;source:google_places;type:butcher_shop;type:cafe;type:coffee_shop;type:establishment;type:food;type:food_store;type:market;type:point_of_interest;type:restaurant;type:store;type:tourist_attraction
Medium,Keep,Google Places candidate (no opening_date provided),"Eteläranta 1, 00130 Helsinki, Finland",2025-08-13,2026-02-06,ChIJMbVXszsLkkYRu8uAVn4NU0Q,SOUP+MORE Vanha Kauppahalli,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;rating:4.6;ratings:697;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Hakaniemen kauppahalli, Hämeentie 1, 00530 Helsinki, Finland",2025-08-29,2026-02-06,ChIJXy4MZNQLkkYReaxOOAPFqnQ,Hakaniemen kauppahalli,,,,,100,,Google Places (Text Search),confidence:low;delivery:no;rating:4.3;ratings:7068;source:google_places;type:establishment;type:food;type:food_court;type:market;type:point_of_interest;type:restaurant;type:tourist_attraction
Medium,Keep,Google Places candidate (no opening_date provided),"Mannerheiminaukio 1B, 00100 Helsinki, Finland",2025-09-09,2026-02-06,ChIJlaHJ3H0JkkYRgfP0movzZh8,Restaurant Food & Co - Pääposti,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_MODERATE;rating:4.5;ratings:119;reservable:yes;servesBeer:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Urho Kekkosen katu 1, 00100 Helsinki, Finland",2025-10-31,2026-02-06,ChIJIc3KlzQKkkYRGlEZnjzOvrg,Kamppi Helsinki,,,,,100,,Google Places (Text Search),confidence:low;rating:4.2;ratings:22107;source:google_places;type:cafe;type:clothing_store;type:electronics_store;type:establishment;type:fitness_center;type:food;type:gym;type:hair_care;type:hair_salon;type:health;type:home_goods_store;type:point_of_interest;type:restaurant;type:shopping_mall;type:sports_activity_location;type:sports_complex;type:store;type:yoga_studio
Medium,Keep,Google Places candidate (no opening_date provided),"Eteläranta, 00170 Helsinki, Finland",2025-10-10,2026-02-06,ChIJs0t8Ec8LkkYR1RsRyIL4rMU,Kauppatori,,,,,100,,Google Places (Text Search),confidence:low;rating:4.4;ratings:30057;source:google_places;type:cafe;type:establishment;type:food;type:market;type:point_of_interest;type:restaurant;type:tourist_attraction
Medium,Keep,Google Places candidate (no opening_date provided),"Simonkatu 10, 00100 Helsinki, Finland",2025-12-12,2026-02-06,ChIJP094fHgLkkYRTrv-BvZr3EI,PSH-LOVE-KA by PyShburg,,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:yes;rating:4.9;ratings:193;reservable:yes;servesBeer:no;servesBreakfast:yes;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:no;source:google_places;takeout:yes;type:cafe;type:coffee_shop;type:establishment;type:food;type:food_store;type:point_of_interest;type:restaurant;type:store
Medium,Keep,Google Places candidate (no opening_date provided),"Vuorikatu 14, 00100 Helsinki, Finland",2023-12-01,2026-02-06,ChIJq8puewQLkkYR-dEGx3942gc,Sizzle Station Fennia,,,,,100,,Google Places (Text Search),confidence:low;dineIn:yes;rating:4.5;ratings:122;servesCoffee:yes;servesDinner:yes;servesLunch:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Sofiankatu 4, 00170 Helsinki, Finland",2023-01-24,2026-02-06,ChIJCT_Gx7YLkkYRV67xRiv3yCw,Torikorttelit,,,,,100,,Google Places (Text Search),confidence:low;rating:4.3;ratings:2883;source:google_places;type:cafe;type:clothing_store;type:coffee_shop;type:establishment;type:event_venue;type:food;type:food_store;type:historical_landmark;type:historical_place;type:movie_theater;type:point_of_interest;type:restaurant;type:shopping_mall;type:store
Medium,Keep,Google Places candidate (no opening_date provided),"Mannerheimintie 16, 00101 Helsinki, Finland",2025-06-28,2026-02-06,ChIJR1kv_IsLkkYRzlsrrViXT2Q,McDonald's,,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_INEXPENSIVE;rating:3.6;ratings:3052;servesBeer:no;servesBreakfast:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:no;source:google_places;takeout:yes;type:american_restaurant;type:establishment;type:fast_food_restaurant;type:food;type:hamburger_restaurant;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Aleksanterinkatu 9, 00100 Helsinki, Finland",2025-06-06,2026-02-06,ChIJXaK6js4LkkYRbcblxNy5d1U,Kluuvi Shopping Centre,,,,,100,,Google Places (Text Search),confidence:low;rating:3.9;ratings:3524;source:google_places;type:cafe;type:clothing_store;type:establishment;type:florist;type:food;type:food_court;type:gym;type:health;type:point_of_interest;type:restaurant;type:shoe_store;type:shopping_mall;type:sporting_goods_store;type:sports_activity_location;type:store
Medium,Keep,Google Places candidate (no opening_date provided),"Kaivokatu 8 2nd floor, Citycenter, Kaivokatu 8 2 kerros, 00101 Helsinki, Finland",2025-06-29,2026-02-06,ChIJY8MyuZMLkkYRhNaWiC1L3WM,Aito Fresh (City Center),,,,,100,,Google Places (Text Search),confidence:low;delivery:yes;dineIn:yes;outdoorSeating:no;price_level:PRICE_LEVEL_INEXPENSIVE;rating:4.7;ratings:341;servesBeer:yes;servesBreakfast:no;servesCocktails:yes;servesCoffee:yes;servesDessert:yes;servesDinner:yes;servesLunch:yes;servesVegetarianFood:yes;servesWine:yes;source:google_places;takeout:yes;type:establishment;type:food;type:point_of_interest;type:restaurant
High,Remove,Google Places candidate (no opening_date provided),"Urho Kekkosen katu 1, 00100 Helsinki, Finland",,2026-02-06,ChIJod0mVDMKkkYRBct4Nc-mG-k,Hesburger Helsinki Kamppi,,,,,75,keyword:hesburger,Google Places (Text Search),confidence:low;source:google_places;type:american_restaurant;type:establishment;type:fast_food_restaurant;type:food;type:hamburger_restaurant;type:meal_takeaway;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Vanha Kauppahalli, Eteläranta, 00130 Helsinki, Finland",,2026-02-06,ChIJaz2BTs8LkkYRTLOLxOSsnmw,Restaurant Story,,,,,100,,Google Places (Text Search),confidence:low;source:google_places;type:breakfast_restaurant;type:brunch_restaurant;type:cafe;type:establishment;type:food;type:point_of_interest;type:restaurant
Medium,Keep,Google Places candidate (no opening_date provided),"Second floor, Aleksanterinkatu 9, 00100 Helsinki, Finland",,2026-02-06,ChIJDwwV8uULkkYR67PWadqs2_0,Tawook Lab,,,,,100,,Google Places (Text Search),confidence:low;source:google_places;type:establishment;type:food;type:point_of_interest;type:restaurant
